"state","date","day","hour"
"PR","2018-01","Wednesday","15"
"BA","2017-07","Wednesday","12"
"SP","2018-02","Monday   ","14"
"CE","2018-08","Thursday ","11"
"SP","2018-08","Monday   ","00"
"BA","2017-08","Thursday ","15"
"RJ","2018-01","Wednesday","10"
"BA","2017-11","Saturday ","16"
"SP","2018-01","Tuesday  ","18"
"SP","2018-01","Tuesday  ","18"
"BA","2017-09","Thursday ","15"
"BA","2017-09","Thursday ","15"
"MG","2018-03","Thursday ","10"
"PE","2018-01","Tuesday  ","09"
"PR","2018-06","Saturday ","12"
"DF","2018-06","Tuesday  ","11"
"MG","2017-10","Tuesday  ","22"
"RJ","2017-10","Saturday ","17"
"SP","2018-06","Sunday   ","18"
"PR","2017-05","Wednesday","15"
"SP","2017-10","Sunday   ","12"
"PR","2017-03","Thursday ","23"
"SP","2018-06","Wednesday","20"
"PR","2018-03","Sunday   ","15"
"PR","2018-03","Sunday   ","15"
"PR","2018-03","Sunday   ","15"
"PR","2018-03","Sunday   ","15"
"PR","2018-03","Sunday   ","15"
"PR","2018-03","Sunday   ","15"
"MG","2018-03","Sunday   ","22"
"RJ","2018-07","Sunday   ","17"
"RJ","2018-07","Sunday   ","17"
"SP","2017-05","Wednesday","09"
"SP","2018-01","Sunday   ","16"
"RN","2018-07","Sunday   ","17"
"SP","2018-08","Monday   ","11"
"SP","2017-03","Wednesday","12"
"SP","2018-02","Saturday ","18"
"SP","2018-06","Tuesday  ","16"
"SP","2018-06","Tuesday  ","16"
"SP","2018-06","Tuesday  ","16"
"SP","2018-04","Wednesday","17"
"CE","2018-03","Saturday ","07"
"PR","2018-02","Sunday   ","20"
"MG","2018-02","Wednesday","12"
"ES","2017-10","Monday   ","13"
"ES","2017-10","Monday   ","13"
"SP","2018-02","Sunday   ","22"
"SP","2017-11","Friday   ","17"
"PI","2018-03","Wednesday","12"
"ES","2016-10","Saturday ","10"
"MG","2017-03","Friday   ","22"
"SP","2018-08","Wednesday","00"
"SP","2017-07","Friday   ","15"
"SP","2017-07","Friday   ","15"
"CE","2017-12","Saturday ","23"
"RN","2018-07","Wednesday","17"
"SP","2017-08","Wednesday","11"
"SP","2018-07","Thursday ","13"
"PA","2018-03","Saturday ","10"
"DF","2017-12","Thursday ","10"
"SP","2018-02","Sunday   ","00"
"SP","2018-08","Tuesday  ","22"
"RJ","2018-08","Tuesday  ","21"
"SP","2018-04","Monday   ","17"
"SP","2017-08","Wednesday","04"
"SP","2017-08","Wednesday","04"
"SP","2018-08","Sunday   ","16"
"MS","2018-03","Thursday ","11"
"ES","2017-03","Thursday ","07"
"SP","2017-07","Monday   ","00"
"SP","2017-10","Tuesday  ","12"
"SC","2017-03","Friday   ","10"
"SP","2017-08","Friday   ","15"
"GO","2017-11","Thursday ","09"
"SP","2018-07","Tuesday  ","15"
"SC","2017-04","Thursday ","08"
"RJ","2018-04","Monday   ","17"
"MG","2018-05","Sunday   ","18"
"SP","2017-05","Friday   ","22"
"MT","2017-09","Tuesday  ","16"
"SP","2018-08","Thursday ","13"
"SP","2018-02","Thursday ","11"
"RJ","2018-04","Monday   ","11"
"PR","2018-05","Monday   ","19"
"RJ","2017-11","Saturday ","19"
"MG","2018-03","Saturday ","18"
"PE","2018-06","Thursday ","07"
"RJ","2017-09","Tuesday  ","14"
"SP","2017-07","Sunday   ","20"
"PR","2018-03","Sunday   ","13"
"BA","2017-10","Monday   ","22"
"MS","2018-01","Wednesday","18"
"MS","2018-01","Wednesday","18"
"MS","2018-01","Wednesday","18"
"PE","2018-06","Monday   ","11"
"SP","2017-11","Friday   ","22"
"SP","2017-11","Friday   ","22"
"RJ","2018-03","Saturday ","17"
"MG","2017-09","Sunday   ","13"
"MG","2018-03","Tuesday  ","10"
"MG","2018-03","Tuesday  ","10"
"ES","2017-07","Sunday   ","23"
"PR","2018-08","Thursday ","09"
"MT","2018-04","Tuesday  ","20"
"DF","2017-12","Sunday   ","21"
"PR","2017-08","Tuesday  ","22"
"MA","2017-04","Friday   ","11"
"SP","2017-12","Monday   ","19"
"PR","2018-03","Thursday ","15"
"SP","2018-07","Monday   ","08"
"SP","2016-10","Thursday ","14"
"SP","2017-10","Saturday ","23"
"SP","2018-05","Tuesday  ","13"
"SP","2018-04","Monday   ","08"
"PR","2018-08","Sunday   ","19"
"RN","2018-06","Monday   ","13"
"SP","2017-11","Saturday ","22"
"SP","2018-08","Wednesday","11"
"MT","2017-03","Saturday ","09"
"RJ","2017-08","Tuesday  ","17"
"RO","2018-01","Monday   ","15"
"SP","2018-06","Friday   ","21"
"SP","2018-08","Saturday ","11"
"SP","2017-04","Tuesday  ","09"
"BA","2017-10","Monday   ","19"
"MG","2018-04","Friday   ","17"
"PB","2017-06","Friday   ","14"
"SP","2018-01","Thursday ","23"
"SP","2018-08","Sunday   ","15"
"RJ","2018-05","Tuesday  ","21"
"SC","2018-06","Wednesday","15"
"RS","2017-09","Wednesday","00"
"RJ","2017-10","Friday   ","23"
"SP","2017-08","Tuesday  ","13"
"GO","2018-04","Wednesday","10"
"RS","2018-08","Sunday   ","20"
"SP","2018-04","Sunday   ","18"
"RJ","2018-05","Monday   ","15"
"RJ","2018-05","Monday   ","15"
"RJ","2018-02","Monday   ","07"
"SP","2018-08","Monday   ","21"
"SP","2018-08","Saturday ","18"
"RS","2018-07","Sunday   ","12"
"SP","2018-02","Sunday   ","13"
"RS","2018-08","Thursday ","22"
"SP","2017-02","Friday   ","09"
"MG","2018-04","Monday   ","22"
"SP","2018-08","Wednesday","17"
"SE","2017-03","Wednesday","23"
"CE","2017-06","Tuesday  ","10"
"MA","2017-03","Wednesday","11"
"SP","2018-04","Wednesday","14"
"RS","2017-07","Monday   ","21"
"ES","2017-10","Sunday   ","15"
"RS","2017-05","Monday   ","12"
"RS","2017-10","Monday   ","10"
"MG","2018-04","Friday   ","01"
"AL","2017-07","Tuesday  ","13"
"PR","2018-07","Wednesday","13"
"SC","2018-02","Monday   ","21"
"SC","2018-02","Monday   ","21"
"SC","2018-02","Monday   ","21"
"SP","2017-12","Tuesday  ","11"
"SP","2018-01","Sunday   ","21"
"SP","2018-01","Sunday   ","21"
"SP","2018-06","Monday   ","18"
"MG","2018-01","Saturday ","19"
"SC","2017-11","Monday   ","21"
"SP","2018-05","Tuesday  ","08"
"MG","2017-02","Monday   ","08"
"RJ","2017-09","Monday   ","16"
"AL","2018-07","Friday   ","13"
"SP","2017-10","Sunday   ","09"
"PE","2018-04","Tuesday  ","13"
"SP","2017-10","Tuesday  ","21"
"RJ","2018-08","Saturday ","01"
"BA","2018-03","Sunday   ","18"
"MG","2018-05","Monday   ","12"
"MG","2018-05","Monday   ","12"
"MG","2018-05","Monday   ","12"
"GO","2018-01","Tuesday  ","06"
"SP","2018-06","Wednesday","15"
"SP","2018-06","Wednesday","15"
"SP","2018-03","Monday   ","15"
"SE","2017-04","Saturday ","16"
"MG","2018-01","Friday   ","16"
"PA","2017-04","Thursday ","01"
"MG","2018-03","Tuesday  ","10"
"MG","2018-03","Tuesday  ","10"
"MG","2018-05","Tuesday  ","23"
"RJ","2018-08","Tuesday  ","21"
"SP","2018-02","Friday   ","11"
"SP","2018-02","Friday   ","11"
"MG","2018-04","Saturday ","22"
"RJ","2018-06","Saturday ","19"
"SP","2017-08","Wednesday","21"
"PE","2018-04","Sunday   ","17"
"RJ","2017-04","Friday   ","09"
"MG","2017-05","Thursday ","20"
"SP","2018-08","Thursday ","12"
"SP","2018-02","Thursday ","13"
"SP","2018-06","Sunday   ","13"
"PR","2018-03","Friday   ","17"
"CE","2018-02","Monday   ","21"
"RS","2018-05","Friday   ","20"
"CE","2017-07","Tuesday  ","14"
"PE","2017-05","Saturday ","14"
"SP","2018-05","Thursday ","14"
"SC","2018-03","Monday   ","10"
"RS","2017-12","Sunday   ","22"
"SP","2018-05","Friday   ","21"
"RS","2017-08","Thursday ","20"
"RS","2017-06","Saturday ","13"
"SP","2018-01","Sunday   ","18"
"SP","2018-01","Sunday   ","18"
"SP","2018-03","Sunday   ","11"
"SC","2017-02","Monday   ","23"
"SP","2018-02","Wednesday","23"
"RJ","2018-05","Friday   ","17"
"RJ","2018-01","Tuesday  ","15"
"RJ","2018-01","Tuesday  ","15"
"RJ","2018-01","Tuesday  ","15"
"RJ","2018-01","Tuesday  ","15"
"SP","2018-05","Friday   ","14"
"SP","2018-04","Monday   ","16"
"SP","2017-07","Sunday   ","22"
"DF","2018-02","Friday   ","17"
"MT","2018-01","Tuesday  ","18"
"BA","2017-06","Friday   ","11"
"BA","2017-06","Friday   ","11"
"RS","2017-11","Monday   ","19"
"RS","2018-06","Saturday ","10"
"SP","2017-12","Saturday ","18"
"BA","2018-01","Friday   ","11"
"SP","2018-02","Thursday ","17"
"SP","2018-01","Saturday ","14"
"SP","2017-12","Thursday ","11"
"SP","2018-08","Saturday ","23"
"SP","2018-01","Wednesday","16"
"SP","2018-06","Wednesday","12"
"PE","2017-08","Monday   ","14"
"PR","2018-02","Monday   ","09"
"SP","2018-03","Friday   ","16"
"MG","2018-04","Sunday   ","23"
"SP","2017-04","Saturday ","14"
"SP","2017-06","Tuesday  ","11"
"RJ","2017-11","Friday   ","14"
"SP","2017-05","Wednesday","09"
"RJ","2018-06","Thursday ","09"
"SP","2018-05","Tuesday  ","21"
"DF","2017-09","Tuesday  ","11"
"ES","2017-11","Wednesday","20"
"MA","2017-03","Saturday ","11"
"GO","2017-11","Friday   ","09"
"RJ","2018-03","Tuesday  ","08"
"PB","2017-09","Tuesday  ","16"
"SP","2018-07","Tuesday  ","23"
"MG","2018-07","Thursday ","10"
"SP","2018-08","Monday   ","13"
"RJ","2018-05","Wednesday","22"
"SP","2018-06","Thursday ","22"
"MG","2017-05","Friday   ","16"
"MG","2017-05","Friday   ","16"
"MG","2018-01","Sunday   ","22"
"SP","2018-08","Tuesday  ","13"
"RJ","2018-08","Saturday ","15"
"RJ","2018-08","Saturday ","15"
"SP","2017-10","Sunday   ","00"
"RJ","2018-03","Monday   ","06"
"RJ","2017-06","Monday   ","18"
"SC","2018-07","Monday   ","17"
"PE","2018-05","Thursday ","10"
"SP","2018-07","Tuesday  ","11"
"MG","2018-05","Sunday   ","03"
"RS","2018-07","Monday   ","23"
"MG","2017-12","Friday   ","16"
"SP","2018-08","Wednesday","22"
"SP","2018-08","Wednesday","22"
"PE","2017-12","Monday   ","20"
"SP","2017-02","Wednesday","21"
"SP","2017-05","Sunday   ","18"
"RJ","2017-11","Friday   ","16"
"RS","2018-03","Saturday ","11"
"SP","2017-06","Monday   ","01"
"PR","2018-02","Tuesday  ","09"
"SP","2018-01","Wednesday","14"
"SP","2018-01","Saturday ","22"
"MG","2017-04","Thursday ","13"
"SC","2018-01","Sunday   ","15"
"SP","2018-08","Wednesday","09"
"PR","2017-11","Wednesday","15"
"SP","2017-02","Thursday ","15"
"SP","2018-02","Sunday   ","18"
"SP","2018-04","Thursday ","00"
"SP","2017-08","Monday   ","09"
"PE","2018-06","Friday   ","22"
"RS","2017-06","Monday   ","18"
"CE","2018-08","Friday   ","08"
"MG","2017-12","Monday   ","16"
"SP","2018-01","Thursday ","20"
"SC","2018-04","Saturday ","22"
"SP","2018-08","Monday   ","19"
"MG","2018-07","Thursday ","07"
"SP","2018-01","Thursday ","00"
"SP","2018-07","Tuesday  ","16"
"PR","2017-05","Monday   ","19"
"SP","2017-10","Thursday ","21"
"SP","2018-03","Tuesday  ","14"
"ES","2017-11","Wednesday","11"
"AP","2018-03","Friday   ","20"
"MG","2017-05","Sunday   ","08"
"PR","2017-06","Friday   ","10"
"MG","2018-03","Tuesday  ","20"
"RJ","2018-03","Monday   ","13"
"SE","2017-10","Thursday ","14"
"PR","2018-04","Monday   ","10"
"SP","2017-09","Wednesday","18"
"DF","2017-11","Thursday ","11"
"DF","2017-11","Thursday ","11"
"PB","2018-07","Friday   ","11"
"PR","2017-05","Tuesday  ","14"
"PR","2017-05","Tuesday  ","14"
"PR","2017-05","Tuesday  ","14"
"PR","2017-05","Tuesday  ","14"
"SP","2018-04","Monday   ","16"
"SP","2018-04","Monday   ","16"
"SP","2017-06","Thursday ","20"
"SP","2018-07","Tuesday  ","15"
"BA","2018-04","Monday   ","21"
"SP","2018-01","Thursday ","10"
"SP","2018-06","Friday   ","10"
"CE","2017-06","Saturday ","18"
"RJ","2018-07","Wednesday","22"
"RS","2017-01","Thursday ","21"
"RS","2017-01","Thursday ","21"
"SP","2018-05","Monday   ","21"
"SP","2017-06","Tuesday  ","10"
"SP","2017-09","Saturday ","10"
"PR","2018-06","Wednesday","17"
"SP","2018-02","Tuesday  ","13"
"SP","2017-11","Wednesday","13"
"ES","2017-04","Friday   ","09"
"PE","2018-01","Tuesday  ","12"
"PE","2018-01","Tuesday  ","12"
"SP","2018-08","Monday   ","15"
"SP","2017-07","Friday   ","17"
"SP","2017-11","Saturday ","15"
"SP","2017-12","Sunday   ","13"
"SP","2017-08","Monday   ","18"
"PR","2018-01","Thursday ","19"
"MG","2018-01","Wednesday","11"
"SP","2017-11","Saturday ","11"
"MG","2017-05","Saturday ","12"
"PE","2017-11","Thursday ","10"
"ES","2018-06","Saturday ","20"
"SP","2017-06","Monday   ","19"
"MG","2018-03","Friday   ","14"
"BA","2017-11","Saturday ","22"
"BA","2017-05","Monday   ","22"
"SP","2018-02","Friday   ","15"
"MG","2017-04","Monday   ","22"
"RJ","2018-08","Wednesday","10"
"MG","2017-08","Wednesday","14"
"MT","2018-07","Friday   ","12"
"MT","2018-07","Friday   ","12"
"PR","2018-03","Thursday ","09"
"MG","2017-05","Wednesday","07"
"SP","2018-05","Thursday ","14"
"PR","2018-07","Tuesday  ","08"
"GO","2017-04","Saturday ","21"
"RJ","2017-04","Sunday   ","18"
"SP","2017-11","Monday   ","12"
"SP","2018-05","Thursday ","10"
"PR","2017-10","Sunday   ","22"
"PR","2017-10","Sunday   ","22"
"RJ","2018-08","Tuesday  ","15"
"SP","2017-06","Saturday ","14"
"SP","2018-03","Wednesday","16"
"SP","2018-03","Wednesday","16"
"SP","2018-03","Wednesday","16"
"SP","2018-03","Wednesday","16"
"SP","2018-03","Wednesday","16"
"RS","2018-08","Wednesday","21"
"RJ","2018-02","Thursday ","19"
"MG","2018-01","Wednesday","21"
"MG","2018-01","Wednesday","21"
"SP","2018-01","Tuesday  ","13"
"MG","2018-08","Sunday   ","16"
"MG","2018-01","Wednesday","10"
"RJ","2017-06","Thursday ","08"
"SP","2017-11","Saturday ","11"
"PR","2017-10","Tuesday  ","17"
"SP","2017-06","Thursday ","17"
"SP","2018-05","Thursday ","00"
"SP","2018-05","Thursday ","00"
"BA","2018-02","Tuesday  ","14"
"GO","2018-02","Monday   ","19"
"SP","2017-10","Sunday   ","23"
"SP","2017-11","Friday   ","15"
"PE","2018-02","Saturday ","18"
"SP","2017-07","Monday   ","08"
"RJ","2017-11","Friday   ","11"
"SP","2018-03","Wednesday","06"
"SP","2018-03","Wednesday","23"
"SP","2018-08","Friday   ","17"
"BA","2017-09","Sunday   ","16"
"SP","2018-05","Tuesday  ","18"
"SP","2017-10","Tuesday  ","12"
"SP","2017-10","Tuesday  ","12"
"PR","2017-08","Saturday ","17"
"PE","2018-03","Wednesday","16"
"SP","2018-07","Monday   ","15"
"GO","2018-03","Thursday ","15"
"RJ","2017-08","Friday   ","19"
"PR","2018-07","Thursday ","13"
"MG","2018-02","Thursday ","22"
"PE","2018-02","Monday   ","14"
"PB","2018-08","Thursday ","23"
"SP","2018-02","Sunday   ","12"
"SP","2017-08","Friday   ","14"
"SP","2017-07","Sunday   ","13"
"RS","2018-07","Wednesday","14"
"SP","2018-07","Friday   ","09"
"SP","2018-07","Friday   ","09"
"SP","2018-04","Monday   ","10"
"RJ","2018-08","Saturday ","10"
"MG","2017-04","Thursday ","16"
"CE","2018-05","Wednesday","11"
"SC","2018-06","Sunday   ","18"
"MG","2018-02","Thursday ","11"
"SC","2018-02","Wednesday","13"
"SP","2017-11","Friday   ","01"
"PR","2018-05","Tuesday  ","22"
"RJ","2018-01","Wednesday","20"
"PR","2018-01","Friday   ","23"
"PR","2018-01","Friday   ","23"
"SP","2017-04","Tuesday  ","14"
"SP","2017-04","Tuesday  ","14"
"MS","2017-04","Wednesday","18"
"SP","2018-05","Friday   ","06"
"SP","2018-05","Monday   ","12"
"RS","2018-01","Monday   ","17"
"RS","2018-01","Monday   ","17"
"SP","2017-03","Friday   ","14"
"DF","2018-05","Saturday ","22"
"RJ","2018-05","Wednesday","18"
"RJ","2018-08","Wednesday","16"
"RJ","2018-08","Wednesday","16"
"RJ","2018-08","Wednesday","16"
"SP","2017-04","Thursday ","14"
"BA","2017-09","Thursday ","20"
"CE","2018-04","Sunday   ","14"
"MG","2018-07","Tuesday  ","17"
"SP","2018-02","Saturday ","16"
"SP","2018-07","Sunday   ","15"
"SP","2018-07","Sunday   ","15"
"SE","2018-03","Friday   ","14"
"SE","2018-03","Friday   ","14"
"PR","2017-05","Wednesday","16"
"SP","2018-04","Sunday   ","13"
"SC","2018-05","Wednesday","09"
"SC","2018-05","Wednesday","09"
"SP","2018-02","Monday   ","17"
"RJ","2017-09","Friday   ","15"
"RJ","2017-09","Friday   ","15"
"PR","2018-08","Thursday ","16"
"SP","2018-01","Tuesday  ","17"
"PR","2018-08","Sunday   ","11"
"SP","2018-08","Thursday ","10"
"RS","2018-08","Monday   ","16"
"SP","2017-11","Thursday ","16"
"SP","2018-01","Friday   ","23"
"SP","2017-11","Friday   ","18"
"PR","2018-03","Sunday   ","22"
"SP","2018-05","Monday   ","21"
"SP","2018-05","Sunday   ","01"
"RJ","2017-10","Sunday   ","16"
"SC","2018-03","Monday   ","16"
"PI","2017-08","Friday   ","20"
"GO","2017-12","Tuesday  ","21"
"CE","2017-07","Thursday ","19"
"PI","2017-04","Tuesday  ","16"
"MG","2017-02","Friday   ","13"
"SP","2017-12","Friday   ","16"
"SP","2018-08","Tuesday  ","23"
"PR","2018-08","Wednesday","17"
"GO","2018-06","Sunday   ","15"
"SP","2018-08","Wednesday","23"
"MG","2017-01","Friday   ","14"
"MG","2017-01","Friday   ","14"
"SP","2018-08","Tuesday  ","20"
"AM","2018-01","Thursday ","18"
"RS","2017-08","Thursday ","15"
"RS","2018-02","Monday   ","17"
"SP","2017-12","Thursday ","15"
"RJ","2017-12","Tuesday  ","18"
"RJ","2017-12","Tuesday  ","18"
"RJ","2017-12","Tuesday  ","18"
"SC","2017-10","Thursday ","18"
"SP","2017-08","Friday   ","09"
"CE","2017-12","Monday   ","08"
"CE","2017-12","Monday   ","08"
"SP","2018-08","Friday   ","11"
"ES","2018-03","Tuesday  ","08"
"PA","2018-02","Thursday ","18"
"PA","2018-02","Thursday ","18"
"PR","2018-01","Thursday ","11"
"SP","2018-08","Thursday ","15"
"PI","2018-01","Monday   ","08"
"DF","2017-03","Wednesday","10"
"SP","2017-08","Saturday ","20"
"GO","2018-04","Thursday ","14"
"SP","2018-06","Wednesday","16"
"SC","2017-10","Saturday ","11"
"SP","2018-05","Thursday ","00"
"SP","2018-05","Thursday ","00"
"SP","2018-03","Saturday ","23"
"SP","2018-06","Saturday ","18"
"DF","2017-07","Saturday ","22"
"SP","2018-04","Sunday   ","13"
"MG","2017-12","Wednesday","18"
"SP","2018-07","Saturday ","21"
"SP","2018-07","Saturday ","21"
"SP","2017-11","Wednesday","21"
"SP","2018-08","Thursday ","23"
"SP","2018-03","Wednesday","19"
"RJ","2018-08","Thursday ","14"
"BA","2018-03","Tuesday  ","14"
"RJ","2018-07","Friday   ","23"
"RJ","2018-07","Friday   ","23"
"RJ","2018-07","Friday   ","23"
"SP","2018-01","Monday   ","15"
"SP","2017-06","Sunday   ","19"
"CE","2018-05","Tuesday  ","22"
"SP","2017-11","Tuesday  ","18"
"MG","2017-08","Sunday   ","14"
"PB","2017-07","Thursday ","10"
"ES","2017-05","Thursday ","13"
"SP","2018-03","Sunday   ","17"
"SP","2017-03","Friday   ","20"
"RS","2017-10","Sunday   ","22"
"SP","2018-01","Wednesday","16"
"RJ","2017-06","Tuesday  ","12"
"SP","2018-07","Tuesday  ","23"
"SP","2018-07","Tuesday  ","23"
"SP","2018-02","Wednesday","21"
"SP","2018-02","Wednesday","21"
"SC","2018-08","Sunday   ","23"
"RJ","2018-08","Sunday   ","10"
"RS","2017-11","Wednesday","10"
"RS","2018-07","Tuesday  ","18"
"SP","2017-10","Monday   ","18"
"SP","2018-05","Monday   ","21"
"SP","2017-09","Tuesday  ","18"
"PE","2018-01","Sunday   ","22"
"BA","2017-09","Wednesday","10"
"MT","2018-01","Tuesday  ","15"
"SP","2017-05","Saturday ","11"
"SP","2018-07","Monday   ","09"
"SP","2018-06","Friday   ","15"
"SC","2018-04","Tuesday  ","15"
"SP","2017-10","Monday   ","18"
"SP","2018-04","Sunday   ","13"
"MG","2017-11","Sunday   ","18"
"SP","2018-07","Sunday   ","22"
"SP","2018-03","Saturday ","21"
"SP","2017-08","Saturday ","20"
"MG","2017-11","Tuesday  ","23"
"SP","2017-12","Thursday ","21"
"PR","2017-05","Wednesday","14"
"SP","2018-01","Thursday ","00"
"RJ","2017-06","Monday   ","17"
"SP","2018-06","Tuesday  ","20"
"PR","2018-06","Wednesday","19"
"SP","2018-03","Monday   ","14"
"RJ","2018-01","Friday   ","00"
"MG","2018-06","Thursday ","17"
"SP","2017-08","Monday   ","15"
"MG","2017-09","Thursday ","14"
"MG","2017-09","Thursday ","14"
"RS","2018-06","Monday   ","12"
"CE","2017-08","Monday   ","09"
"SP","2017-08","Wednesday","21"
"BA","2017-10","Thursday ","20"
"SP","2017-10","Wednesday","13"
"SC","2018-04","Monday   ","13"
"SP","2017-08","Monday   ","12"
"SP","2018-08","Wednesday","18"
"RJ","2017-11","Sunday   ","17"
"RJ","2018-02","Saturday ","11"
"SP","2017-06","Monday   ","16"
"MG","2018-08","Saturday ","23"
"MG","2018-04","Monday   ","12"
"MG","2018-05","Thursday ","13"
"SP","2018-08","Friday   ","18"
"SP","2018-07","Sunday   ","23"
"SP","2017-12","Wednesday","21"
"RJ","2017-10","Friday   ","15"
"SP","2017-06","Monday   ","08"
"MT","2018-05","Tuesday  ","16"
"SP","2018-05","Wednesday","11"
"SP","2018-05","Wednesday","11"
"SP","2017-03","Tuesday  ","13"
"SP","2018-05","Monday   ","11"
"BA","2018-01","Tuesday  ","20"
"RJ","2017-12","Thursday ","11"
"RJ","2018-07","Friday   ","13"
"SP","2017-04","Friday   ","23"
"GO","2018-02","Thursday ","15"
"SP","2018-08","Tuesday  ","14"
"RJ","2018-03","Tuesday  ","13"
"SP","2018-04","Wednesday","15"
"SP","2018-06","Thursday ","17"
"SP","2017-07","Monday   ","11"
"RJ","2018-08","Tuesday  ","19"
"MG","2017-10","Wednesday","16"
"SP","2018-05","Thursday ","16"
"SP","2018-01","Wednesday","18"
"SP","2018-02","Thursday ","20"
"SP","2018-08","Saturday ","00"
"SP","2018-08","Saturday ","00"
"PI","2017-11","Tuesday  ","00"
"RJ","2017-07","Sunday   ","13"
"RS","2018-03","Sunday   ","20"
"SP","2018-04","Sunday   ","13"
"SP","2017-06","Saturday ","12"
"SP","2017-11","Thursday ","13"
"SP","2018-07","Friday   ","09"
"SP","2017-03","Tuesday  ","11"
"SP","2017-12","Wednesday","01"
"SP","2017-09","Saturday ","19"
"SP","2017-09","Saturday ","19"
"SP","2018-03","Saturday ","18"
"SP","2017-07","Wednesday","11"
"SP","2018-02","Friday   ","17"
"RJ","2018-03","Wednesday","12"
"BA","2018-06","Sunday   ","15"
"MG","2018-01","Monday   ","20"
"SP","2018-06","Saturday ","21"
"SP","2018-05","Friday   ","12"
"SP","2017-04","Tuesday  ","22"
"SC","2018-06","Monday   ","15"
"SP","2017-11","Saturday ","08"
"SP","2017-11","Saturday ","08"
"RJ","2018-03","Tuesday  ","12"
"BA","2018-01","Tuesday  ","09"
"RJ","2018-07","Tuesday  ","10"
"SP","2017-08","Wednesday","17"
"SP","2018-06","Friday   ","17"
"SP","2018-06","Friday   ","17"
"SP","2018-06","Friday   ","17"
"SP","2017-12","Wednesday","15"
"SP","2017-07","Monday   ","22"
"BA","2018-04","Thursday ","19"
"MG","2017-11","Saturday ","15"
"MT","2017-09","Wednesday","11"
"SP","2018-05","Saturday ","10"
"SP","2018-01","Tuesday  ","13"
"RS","2018-03","Wednesday","15"
"SP","2018-06","Monday   ","13"
"DF","2017-06","Thursday ","06"
"MG","2017-12","Thursday ","13"
"BA","2018-07","Sunday   ","09"
"RS","2018-06","Monday   ","21"
"ES","2017-02","Wednesday","22"
"RJ","2017-08","Saturday ","08"
"MG","2018-04","Tuesday  ","23"
"SP","2017-09","Wednesday","08"
"MG","2017-03","Tuesday  ","19"
"PI","2018-07","Tuesday  ","10"
"MG","2018-06","Tuesday  ","19"
"SC","2017-02","Sunday   ","20"
"RJ","2017-04","Thursday ","19"
"SP","2017-05","Monday   ","21"
"SC","2018-05","Saturday ","13"
"SC","2018-05","Saturday ","13"
"RS","2018-07","Thursday ","14"
"MA","2018-06","Wednesday","20"
"MG","2017-12","Tuesday  ","11"
"SP","2017-12","Sunday   ","04"
"PR","2018-01","Saturday ","10"
"GO","2018-03","Friday   ","22"
"MG","2017-02","Monday   ","13"
"SP","2018-07","Friday   ","10"
"RJ","2018-06","Thursday ","10"
"SP","2017-12","Friday   ","16"
"SP","2018-02","Monday   ","10"
"SP","2018-05","Thursday ","21"
"RJ","2018-05","Friday   ","19"
"BA","2017-08","Tuesday  ","17"
"RJ","2017-07","Thursday ","17"
"RN","2018-03","Saturday ","17"
"SP","2018-06","Wednesday","17"
"SP","2018-06","Wednesday","17"
"SP","2018-07","Friday   ","21"
"MG","2017-11","Thursday ","19"
"MG","2017-11","Thursday ","19"
"RJ","2018-01","Monday   ","22"
"RS","2017-10","Thursday ","15"
"MG","2018-01","Monday   ","22"
"BA","2017-10","Sunday   ","14"
"SP","2018-06","Sunday   ","20"
"MG","2017-11","Thursday ","10"
"SP","2018-07","Wednesday","10"
"SP","2018-02","Wednesday","14"
"GO","2018-06","Sunday   ","17"
"SP","2018-01","Sunday   ","22"
"BA","2017-08","Monday   ","13"
"MG","2017-12","Wednesday","14"
"SP","2018-07","Sunday   ","21"
"MS","2017-11","Friday   ","14"
"SP","2018-03","Monday   ","10"
"MG","2018-01","Saturday ","10"
"RJ","2018-03","Friday   ","14"
"AP","2017-10","Tuesday  ","22"
"RJ","2017-10","Wednesday","11"
"SP","2017-03","Monday   ","16"
"SP","2018-05","Friday   ","11"
"SC","2018-02","Wednesday","21"
"SP","2017-10","Friday   ","13"
"MG","2018-01","Tuesday  ","23"
"MG","2017-05","Sunday   ","19"
"RS","2017-11","Monday   ","20"
"SP","2018-08","Monday   ","19"
"MG","2018-05","Tuesday  ","19"
"BA","2018-04","Friday   ","15"
"PA","2017-03","Saturday ","20"
"SP","2017-04","Saturday ","23"
"RJ","2017-02","Saturday ","19"
"SP","2017-01","Friday   ","19"
"MG","2017-04","Thursday ","00"
"PI","2018-07","Friday   ","12"
"MG","2017-11","Monday   ","21"
"SP","2018-04","Saturday ","02"
"SP","2017-04","Wednesday","11"
"SP","2018-04","Friday   ","10"
"PR","2017-11","Monday   ","19"
"PR","2017-03","Tuesday  ","17"
"RN","2017-08","Monday   ","10"
"DF","2017-07","Saturday ","10"
"SP","2017-12","Monday   ","11"
"SP","2017-12","Monday   ","11"
"SP","2018-01","Monday   ","22"
"SP","2017-02","Wednesday","10"
"MG","2018-07","Tuesday  ","16"
"SP","2018-06","Wednesday","11"
"PR","2018-08","Monday   ","22"
"RS","2017-08","Sunday   ","20"
"RS","2017-08","Sunday   ","20"
"SP","2017-04","Tuesday  ","11"
"SP","2018-04","Saturday ","15"
"SP","2018-07","Tuesday  ","14"
